claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
79,academy/fundamentals/how-water-balance-works.html,"The Langelier Saturation Index The LSI is a calculated value that accounts for pH, temperature, calcium hardness, total alkalinity, and total dissolved solids.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
80,academy/fundamentals/how-water-balance-works.html,A negative LSI means the water is under-saturated with calcium carbonate and will act aggressively.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
81,academy/fundamentals/how-water-balance-works.html,A positive LSI means the water is over-saturated and will deposit scale.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
82,academy/fundamentals/how-water-balance-works.html,Most pool chemistry references target an LSI between -0.3 and +0.3.,lsi,-0.3,-0.3,,pool,CORRECT_EXTRACTION,AMBIGUOUS,
82,academy/fundamentals/how-water-balance-works.html,Most pool chemistry references target an LSI between -0.3 and +0.3.,lsi,0.3,0.3,,pool,CARRIED_CONTEXT,AMBIGUOUS,
83,academy/fundamentals/how-water-balance-works.html,Use the LSI Calculator on this site to calculate your current index and see which parameters to adjust.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
84,academy/fundamentals/how-water-balance-works.html,"Balancing in Practice Start by adjusting total alkalinity to 80–120 ppm, which supports stable pH.",total_alkalinity,80,120,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
85,academy/fundamentals/how-water-balance-works.html,Then bring pH into the 7.2–7.6 range.,ph,7.2,7.6,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
86,academy/fundamentals/index.html,"This guide explains the Langelier Saturation Index and how to adjust your chemistry to stay in range. 6 min read The Four Core Water Tests Free chlorine, pH, total alkalinity, and calcium hardness are the four tests that tell you everything you need to know about your pool water safety. 5 min read P…",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
87,academy/fundamentals/index.html,"Hot Tub Chemistry Hot tubs use the same chemistry as pools but with tighter ranges, smaller margins, and much faster chemical depletion due to heat, jets, and small volume. 5 min read How Temperature Changes Water Chemistry Higher water temperature speeds up chlorine consumption, shifts pH upward, a…",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
88,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Volume, Dilution, and Concentration Temperature and Chemical Reactions Different Target Ranges Examples Common Mistakes Calculators Hot Tub Chlorine Calculator Hot Tub Ph Calculator Spa Volume …",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
89,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Hot Tub Chemistry v2026.07 Hot tubs use the same chemistry as pools but with tighter ranges, smaller margins, and much faster chemical depletion due to heat, jets, and small volume.",(none),2026.07,2026.07,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
90,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Key Facts Examples Calculator Related Pool and hot tub water chemistry follow identical principles but very different numbers.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
91,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Smaller volume, higher temperature, and jet aeration create a much more demanding chemical environment in a spa.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
92,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Key Facts A typical hot tub holds 300–500 gallons — roughly 1/30th the volume of a small pool.,pool_volume,300,500,gallons,both,CORRECT_EXTRACTION,AMBIGUOUS,
92,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Key Facts A typical hot tub holds 300–500 gallons — roughly 1/30th the volume of a small pool.,pool_volume,1,1,,both,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: pool_volume does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
92,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Key Facts A typical hot tub holds 300–500 gallons — roughly 1/30th the volume of a small pool.,pool_volume,30,30,,both,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: pool_volume does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
93,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Hot tub chlorine target is 3–5 ppm vs 1–3 ppm for pools, because heat and bather concentration are higher.",(none),3,5,ppm,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
93,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Hot tub chlorine target is 3–5 ppm vs 1–3 ppm for pools, because heat and bather concentration are higher.",(none),1,3,ppm,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
94,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Hot tub pH should be tested at every soak session — it shifts faster than pool water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
95,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"High jets and aeration in hot tubs rapidly off-gas carbon dioxide, driving pH upward.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
96,academy/fundamentals/pool-vs-hot-tub-chemistry.html,A hot tub holds 300–500 gallons.,pool_volume,300,500,gallons,hot_tub,CORRECT_EXTRACTION,AMBIGUOUS,
97,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"When a single bather enters a hot tub, the effective bather load per gallon is 30–50 times higher than the same person entering a pool.",(none),30,50,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
98,academy/fundamentals/pool-vs-hot-tub-chemistry.html,This is why hot tub chlorine targets are higher and why water can drop below safe levels within a single soak session.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
99,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Temperature and Chemical Reactions Hot tub water typically operates at 98–104°F.,water_temperature,98,104,°f,hot_tub,CARRIED_CONTEXT,AMBIGUOUS,
100,academy/fundamentals/pool-vs-hot-tub-chemistry.html,"Higher temperatures speed up all chemical reactions, including chlorine consumption, scaling, and pH drift.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
101,academy/fundamentals/pool-vs-hot-tub-chemistry.html,Chlorine depletes two to three times faster at hot tub temperatures than at pool temperatures.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
102,academy/fundamentals/pool-vs-hot-tub-chemistry.html,The Langelier Saturation Index also shifts significantly with temperature — water that is balanced at 80°F can be aggressively scaling at 100°F with the same hardness and alkalinity values.,water_temperature,80,80,°f,unspecified,CORRECT_EXTRACTION,AMBIGUOUS,
102,academy/fundamentals/pool-vs-hot-tub-chemistry.html,The Langelier Saturation Index also shifts significantly with temperature — water that is balanced at 80°F can be aggressively scaling at 100°F with the same hardness and alkalinity values.,calcium_hardness,100,100,°f,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: calcium_hardness does not accept a temperature value -- likely extraction noise, not a real claim about this parameter."
103,academy/fundamentals/the-four-core-water-tests.html,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Test 1: Free Chlorine Test 2: pH Tests 3 & 4: Alkalinity and Hardness Examples Common Mistakes Calculators Chemical Calculator Pool Alkalinity Calculator Pool Cyanuric Acid Calculator Fundament…,free_chlorine,1,1,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
103,academy/fundamentals/the-four-core-water-tests.html,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Test 1: Free Chlorine Test 2: pH Tests 3 & 4: Alkalinity and Hardness Examples Common Mistakes Calculators Chemical Calculator Pool Alkalinity Calculator Pool Cyanuric Acid Calculator Fundament…,ph,2,2,ph_units,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
103,academy/fundamentals/the-four-core-water-tests.html,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Test 1: Free Chlorine Test 2: pH Tests 3 & 4: Alkalinity and Hardness Examples Common Mistakes Calculators Chemical Calculator Pool Alkalinity Calculator Pool Cyanuric Acid Calculator Fundament…,total_alkalinity,3,3,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: total_alkalinity does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
103,academy/fundamentals/the-four-core-water-tests.html,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Test 1: Free Chlorine Test 2: pH Tests 3 & 4: Alkalinity and Hardness Examples Common Mistakes Calculators Chemical Calculator Pool Alkalinity Calculator Pool Cyanuric Acid Calculator Fundament…,total_alkalinity,4,4,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: total_alkalinity does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
104,academy/fundamentals/the-four-core-water-tests.html,"The four core tests — free chlorine, pH, total alkalinity, and calcium hardness — each reveal a different dimension of water safety and stability.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
105,academy/fundamentals/the-four-core-water-tests.html,Key Facts Free chlorine (1–3 ppm) is the test most directly linked to swimmer health. pH (7.2–7.6) controls how effectively chlorine kills pathogens.,free_chlorine,1,3,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
105,academy/fundamentals/the-four-core-water-tests.html,Key Facts Free chlorine (1–3 ppm) is the test most directly linked to swimmer health. pH (7.2–7.6) controls how effectively chlorine kills pathogens.,ph,7.2,7.6,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
106,academy/fundamentals/the-four-core-water-tests.html,Total alkalinity (80–120 ppm) buffers pH against sudden changes.,total_alkalinity,80,120,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
107,academy/fundamentals/the-four-core-water-tests.html,Calcium hardness (200–400 ppm for plaster pools) protects pool surfaces and equipment.,calcium_hardness,200,400,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
108,academy/fundamentals/the-four-core-water-tests.html,Test 1: Free Chlorine Free chlorine (FC) is the most critical safety test.,free_chlorine,1,1,,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
109,academy/fundamentals/the-four-core-water-tests.html,Target range is 1–3 ppm for pools and 3–5 ppm for hot tubs.,(none),1,3,ppm,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
109,academy/fundamentals/the-four-core-water-tests.html,Target range is 1–3 ppm for pools and 3–5 ppm for hot tubs.,(none),3,5,ppm,hot_tub,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
110,academy/fundamentals/the-four-core-water-tests.html,"Below 1 ppm, sanitation is inadequate.",(none),1,1,ppm,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
111,academy/fundamentals/the-four-core-water-tests.html,"Above 5 ppm, swimming is uncomfortable and surfaces may bleach.",(none),5,5,ppm,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
112,academy/fundamentals/the-four-core-water-tests.html,FC should be tested at least twice per week in summer and after every heavy rain or large bather load.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
113,academy/fundamentals/the-four-core-water-tests.html,"Use a DPD-based test kit or test strips rated for free chlorine specifically — OTO-based kits measure total chlorine, which is less useful.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
114,academy/fundamentals/the-four-core-water-tests.html,Test 2: pH pH is the most important factor in chlorine effectiveness.,ph,2,2,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
115,academy/fundamentals/the-four-core-water-tests.html,Test pH every time you test chlorine. pH tends to drift upward in pools as carbon dioxide escapes from the water surface.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
116,academy/fundamentals/the-four-core-water-tests.html,"Aeration from waterfalls, jets, and high temperatures accelerates this.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
117,academy/fundamentals/the-four-core-water-tests.html,Sodium carbonate (soda ash) raises pH; muriatic acid or sodium bisulfate lowers it.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
118,academy/fundamentals/understanding-pool-water-chemistry.html,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Free Chlorine: The Active Sanitizer pH: The Master Control Alkalinity and Stabilizer Examples Common Mistakes Calculators Chemical Calculator Pool Chlorine Calculator Pool Ph Calculator Fundame…,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
